,name,github_id,npm_id,category,github_url,homepage,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,npm_url,npm_monthly_downloads,monthly_downloads,projectrank,show,projectrank_placing,trending,license,labels
11,Deno,withastro/astro,@astrojs/deno,integrations-ssr,https://github.com/withastro/astro,https://github.com/withastro/astro,2021-03-15 17:19:47,2023-09-28 17:59:52,2023-09-28 17:57:54,6519,789.0,1777.0,178,5127.0,106.0,3204.0,35529.0,2023-09-25 19:57:27,@astrojs/netlify@3.0.2,100.0,"The web framework that scales with you Build fast content sites, powerful web applications, dynamic server APIs, and..",63021.0,63021.0,612.0,https://www.npmjs.com/package/@astrojs/deno,4738.0,4738.0,37,True,3,,,
12,Astro SEO,jonasmerlin/astro-seo,,integrations-seo,https://github.com/jonasmerlin/astro-seo,https://github.com/jonasmerlin/astro-seo,2021-08-28 09:35:19,2023-09-21 14:04:07,2023-08-27 10:35:06,236,16.0,36.0,3,48.0,5.0,23.0,562.0,2023-08-27 10:35:44,0.8.0,26.0,Makes it easy to add information that is relevant for SEO to your Astro app.,2244.0,2244.0,23.0,,,,23,True,1,,MIT,
13,VSCode Astro Language Tools,withastro/language-tools,,integrations-ide,https://github.com/withastro/language-tools,https://github.com/withastro/language-tools,2021-08-20 19:47:14,2023-09-26 11:24:43,2023-09-26 11:23:53,481,39.0,32.0,11,394.0,30.0,233.0,166.0,2023-09-05 17:02:19,astro-vscode@2.3.3,100.0,Language tools for Astro.,439.0,439.0,26.0,,,,22,True,1,,MIT,
14,AstroWind,onwidget/astrowind,,gh-template-theme,https://github.com/onwidget/astrowind,https://github.com/onwidget/astrowind,2022-06-24 03:13:29,2023-09-27 03:12:35,2023-09-27 03:12:35,930,317.0,333.0,25,129.0,2.0,74.0,1437.0,,,8.0,AstroWind: A free template using Astro 3.0 and Tailwind CSS. Astro starter theme.,,,29.0,,,,21,True,1,,MIT,"['tailwind', 'typescript']"
15,Odyssey Theme,littlesticks/odyssey-theme,,gh-template-theme,https://github.com/littlesticks/odyssey-theme,https://github.com/littlesticks/odyssey-theme,2022-05-15 03:10:17,2023-08-29 21:31:24,2023-05-02 18:22:05,184,,92.0,6,14.0,7.0,16.0,352.0,2022-12-15 17:28:57,2.0.2,4.0,A modern business marketing website theme/starter built with Astro.,352.0,352.0,3.0,,,,18,True,2,,MIT,
16,Storyblok,storyblok/storyblok-astro,,integrations-cms,https://github.com/storyblok/storyblok-astro,https://github.com/storyblok/storyblok-astro,2022-08-31 12:29:30,2023-09-28 06:51:13,2023-09-28 06:51:13,694,239.0,16.0,16,445.0,4.0,23.0,74.0,2023-09-20 09:38:56,3.0.1,52.0,,198.0,198.0,12.0,,,,18,False,1,,,
17,astro-navbar,surjithctly/astro-navbar,astro-navbar,components,https://github.com/surjithctly/astro-navbar,https://github.com/surjithctly/astro-navbar,2023-01-02 13:50:31,2023-09-25 07:45:31,2023-09-25 07:44:20,42,13.0,6.0,4,6.0,,10.0,61.0,2023-09-25 07:45:31,2.2.0,10.0,Astro-Navbar is a fully responsive headless navigation bar for Astro. It supports mobile responsive toggle and..,840.0,840.0,5.0,https://www.npmjs.com/package/astro-navbar,7320.0,7320.0,18,True,1,,,
18,Astrofy,manuelernestog/astrofy,,gh-template-theme,https://github.com/manuelernestog/astrofy,https://github.com/manuelernestog/astrofy,2022-09-14 14:08:22,2023-09-17 12:05:37,2023-07-10 03:48:14,150,4.0,123.0,4,23.0,6.0,13.0,385.0,2023-06-08 16:31:28,2.5.0,5.0,Astrofy is a free and open-source template for your Personal Portfolio Website built with Astro and TailwindCSS...,,,13.0,,,,15,True,2,,MIT,
19,AstroShip,surjithctly/astroship,,gh-template-theme,https://github.com/surjithctly/astroship,https://github.com/surjithctly/astroship,2022-11-01 10:14:05,2023-09-26 03:54:01,2023-08-10 15:13:46,64,6.0,159.0,9,20.0,4.0,14.0,708.0,2023-08-02 14:18:58,2.1.0,4.0,"Astroship is a starter template for startups, marketing websites, landing pages & blog. Built with Astro & TailwindCSS.",,,9.0,,,,14,True,2,,GPL-3.0,
20,Astro SPA,RafidMuhymin/astro-spa,,integrations-spa,https://github.com/RafidMuhymin/astro-spa,https://github.com/RafidMuhymin/astro-spa,2021-08-29 17:39:25,2022-10-03 17:01:31,2022-04-19 10:17:26,182,,12.0,6,3.0,4.0,3.0,348.0,2022-04-19 10:18:15,1.3.9,65.0,An Astro JS component that turns a website into an SPA and boost performance using various techniques.,88.0,88.0,2.0,,,,14,True,1,,MIT,
21,Decap CMS (Netlify CMS),delucis/astro-netlify-cms,,integrations-cms,https://github.com/delucis/astro-netlify-cms,https://github.com/delucis/astro-netlify-cms,2022-01-26 20:32:40,2023-08-30 10:55:46,2023-08-30 10:55:14,136,3.0,20.0,5,50.0,12.0,18.0,140.0,2023-08-30 10:55:47,0.5.4,18.0,Integration to add Netlify CMSs admin dashboard to any Astro project.,497.0,497.0,6.0,,,,14,True,3,,,
22,astro-terminal-player,JulianCataldo/web-garden,astro-terminal-player,components,https://github.com/JulianCataldo/web-garden,https://github.com/JulianCataldo/web-garden,2022-06-18 02:54:16,2023-09-15 03:44:35,2023-09-15 03:44:32,886,2.0,12.0,2,65.0,12.0,9.0,115.0,,,,"Building blocks for making progressive and future-proof websites. Components collection features Astro, HTML, SCSS,..",44.0,44.0,6.0,https://www.npmjs.com/package/astro-terminal-player,44.0,44.0,12,True,3,,ISC,
23,Astroplate,zeon-studio/astroplate,,gh-template-theme,https://github.com/zeon-studio/astroplate,https://github.com/zeon-studio/astroplate,2023-04-17 06:50:06,2023-09-20 17:08:33,2023-09-04 04:31:48,64,22.0,41.0,11,2.0,2.0,8.0,158.0,,,,"Astroplate is a free starter template built with Astro, TailwindCSS & TypeScript providing everything you need to..",,,4.0,,,,11,True,3,,MIT,['tailwind']
24,Flowbite Astro Admin Dashboard,themesberg/flowbite-astro-admin-dashboard,,theme,https://github.com/themesberg/flowbite-astro-admin-dashboard,https://github.com/themesberg/flowbite-astro-admin-dashboard,2023-03-02 15:44:13,2023-09-11 15:03:56,2023-04-12 04:29:50,73,,47.0,9,1.0,1.0,4.0,204.0,,,,"Open-source admin dashboard template built with Astro, Flowbite, and Tailwind CSS.",,,2.0,,,,10,True,1,,MIT,"['tailwind', 'flowbite']"
25,Accessible Astro Dashboard,markteekman/accessible-astro-dashboard,,gh-template-theme,https://github.com/markteekman/accessible-astro-dashboard,https://github.com/markteekman/accessible-astro-dashboard,2022-05-05 07:29:37,2023-03-29 07:59:10,2023-03-29 07:58:56,88,,19.0,4,11.0,,,98.0,2022-10-06 12:31:27,1.1.4,8.0,An Accessible Admin Dashboard Theme for Astro with a login page and a dashboard overview. Includes accessibility..,,,2.0,,,,9,True,3,,MIT,"['accessible-astro-components', 'javascript']"
26,Bookworm Light Astro,themefisher/bookworm-light-astro,,gh-template-theme,https://github.com/themefisher/bookworm-light-astro,https://github.com/themefisher/bookworm-light-astro,2023-02-14 04:43:43,2023-09-20 17:22:27,2023-08-19 03:04:19,20,1.0,24.0,4,1.0,3.0,3.0,96.0,,,,"Bookworm Light is a feature-rich, minimal, highly customizable, easy-to-use Astro blog theme.",,,6.0,,,,8,True,3,,MIT,"['tailwind', 'typescript']"
27,Astro Quickstart Template,netlify-templates/astro-quickstart,,gh-template-starter,https://github.com/netlify-templates/astro-quickstart,https://github.com/netlify-templates/astro-quickstart,2022-05-04 15:22:28,2023-09-04 02:11:34,2023-08-28 03:30:01,91,3.0,35.0,3,82.0,2.0,1.0,38.0,,,,A bare-bones Astro template to get you deployed to Netlify fast!.,,,5.0,,,,7,True,1,,,
28,Astrolus,Tailus-UI/astro-theme,,gh-template-theme,https://github.com/Tailus-UI/astro-theme,https://github.com/Tailus-UI/astro-theme,2022-09-04 11:34:15,2023-03-31 13:23:55,2023-03-31 13:23:40,20,,35.0,2,1.0,,1.0,99.0,,,,Home page template built with astro and tailwindcss using tailus blocks.,,,2.0,,,,5,True,3,,MIT,"['tailwind', 'tailus', 'typescript']"
29,Astro Starter Kit - Docs Site,advanced-astro/astro-docs-template,,gh-template-theme,https://github.com/advanced-astro/astro-docs-template,https://github.com/advanced-astro/astro-docs-template,2023-01-29 16:52:59,2023-09-03 16:40:03,2023-03-17 16:01:22,22,,3.0,1,19.0,2.0,,24.0,,,,The Advanced Astro 2.0 Docs Template.,,,2.0,,,,5,True,3,,,['typescript']
30,Firebase,thepassle/astro-firebase,,integrations-ssr,https://github.com/thepassle/astro-firebase,https://github.com/thepassle/astro-firebase,2022-04-28 08:24:21,2022-05-05 13:10:13,2022-05-05 13:10:12,4,,,3,,2.0,,14.0,,,,,7.0,7.0,,,,,3,False,3,,,
31,Contentful,ajsummerfield/contentful-astro,,integrations-cms,https://github.com/ajsummerfield/contentful-astro,https://github.com/ajsummerfield/contentful-astro,2023-02-09 18:23:03,2023-02-11 19:04:37,2023-02-11 19:01:07,13,,,1,,1.0,,,2023-02-11 19:04:37,1.1.0,2.0,,1.0,1.0,,,,,3,False,3,,,
